,date,name,code,Close,dollar,WTI,NASDAQ,DOW,interest_rate,news
74,2020-06-08,키이스트,54780,14300,1213.1,38.19,9924.75,27572.44,0.46,0
75,2020-06-09,키이스트,54780,14300,1204.2,38.94,9953.75,27272.3,0.5,0
76,2020-06-10,키이스트,54780,14150,1197.7,39.6,10020.35,26989.99,0.49,0
77,2020-06-11,키이스트,54780,13950,1194.4,36.34,9492.73,25128.17,0.49,0
78,2020-06-12,키이스트,54780,13350,1192.8,36.26,9588.81,25605.54,0.46,0
79,2020-06-15,키이스트,54780,11850,1206.6,37.12,9726.02,25763.16,0.46,0
80,2020-06-16,키이스트,54780,12450,1210.8,38.38,9895.87,26289.98,0.46,0
81,2020-06-17,키이스트,54780,12200,1206.6,37.96,9910.53,26119.61,0.47,0
82,2020-06-18,키이스트,54780,12300,1214.5,38.84,9943.05,26080.1,0.46,0
83,2020-06-19,키이스트,54780,12300,1213.0,39.75,9946.12,25871.46,0.46,0
84,2020-06-22,키이스트,54780,12350,1212.0,40.46,10056.47,26024.96,0.47,0
85,2020-06-23,키이스트,54780,12100,1213.2,40.37,10131.37,26156.1,0.47,0
86,2020-06-24,키이스트,54780,12200,1210.1,38.01,9909.17,25445.94,0.48,1
87,2020-06-25,키이스트,54780,11700,1202.9,38.72,10017.0,25745.6,0.47,0
88,2020-06-26,키이스트,54780,11750,1205.2,38.49,9757.22,25015.55,0.5,0
89,2020-06-29,키이스트,54780,11600,1198.6,39.7,9874.15,25595.8,0.49,0
90,2020-06-30,키이스트,54780,12300,1200.7,39.27,10058.76,25812.88,0.57,1
91,2020-07-01,키이스트,54780,12000,1198.5,39.82,10154.63,25734.97,0.48,0
92,2020-07-02,키이스트,54780,12800,1201.6,40.65,10207.63,25827.36,0.47,0
93,2020-07-06,키이스트,54780,14000,1200.4,40.63,10433.65,26287.03,0.49,0
94,2020-07-07,키이스트,54780,13600,1196.8,40.62,10343.89,25890.18,0.45,0
95,2020-07-08,키이스트,54780,13800,1192.9,40.9,10492.5,26067.28,0.48,0
96,2020-07-09,키이스트,54780,13950,1195.8,39.62,10547.75,25706.09,0.48,0
97,2020-07-10,키이스트,54780,14100,1194.5,39.62,10617.44,26075.3,0.49,0
98,2020-07-13,키이스트,54780,14350,1202.4,40.1,10390.84,26085.8,0.5,1
99,2020-07-14,키이스트,54780,15800,1200.3,40.29,10488.58,26642.59,0.48,1
100,2020-07-15,키이스트,54780,15950,1206.4,41.2,10550.49,26870.1,0.47,0
101,2020-07-16,키이스트,54780,15800,1200.7,40.75,10473.83,26734.71,0.49,0
102,2020-07-17,키이스트,54780,16900,1204.1,40.59,10503.19,26671.95,0.46,0
103,2020-07-20,키이스트,54780,16850,1205.7,40.81,10767.09,26680.87,0.44,0
104,2020-07-21,키이스트,54780,16000,1203.7,41.96,10680.36,26840.4,0.46,0
105,2020-07-22,키이스트,54780,15400,1198.1,41.9,10706.13,27005.84,0.45,0
106,2020-02-14,신일제약,12790,7460,1181.5,52.05,9731.18,29398.08,1.24,0
107,2020-02-18,신일제약,12790,7800,1182.2,52.05,9732.74,29232.19,1.23,0
108,2020-02-19,신일제약,12790,8140,1188.1,53.29,9817.18,29348.03,1.24,0
109,2020-02-20,신일제약,12790,7830,1190.8,53.78,9750.97,29219.98,1.23,0
110,2020-02-21,신일제약,12790,7870,1197.0,53.38,9576.59,28992.41,1.23,0
111,2020-02-24,신일제약,12790,7460,1205.6,51.43,9221.28,27960.8,1.24,0
112,2020-02-25,신일제약,12790,7620,1217.7,49.9,8965.61,27081.36,1.25,0
113,2020-02-26,신일제약,12790,7610,1212.7,48.73,8980.77,26957.59,1.25,0
114,2020-02-27,신일제약,12790,7630,1216.8,47.09,8566.48,25766.64,1.23,0
115,2020-02-28,신일제약,12790,7120,1215.9,44.76,8567.37,25409.36,1.26,0
116,2020-03-02,신일제약,12790,7220,1215.3,46.75,8952.17,26703.32,1.26,0
117,2020-03-03,신일제약,12790,7790,1200.3,47.18,8684.09,25917.41,1.26,3
118,2020-03-04,신일제약,12790,7760,1191.4,46.78,9018.09,27090.86,1.25,0
119,2020-03-05,신일제약,12790,7890,1186.4,45.9,8738.59,26121.28,1.25,0
120,2020-03-06,신일제약,12790,7900,1185.0,41.28,8575.62,25864.78,1.24,0
121,2020-03-09,신일제약,12790,7530,1191.4,31.13,7950.68,23851.02,1.26,0
122,2020-03-10,신일제약,12790,7430,1201.4,34.36,8344.25,25018.16,1.25,0
123,2020-03-11,신일제약,12790,7200,1196.7,32.98,7952.05,23553.22,1.24,0
124,2020-03-12,신일제약,12790,6630,1192.8,31.5,7201.8,21200.62,1.25,0
125,2020-03-13,신일제약,12790,6110,1202.0,31.73,7874.88,23185.62,1.25,0
126,2020-03-16,신일제약,12790,5890,1222.2,28.7,6904.59,20188.52,1.27,0
127,2020-03-17,신일제약,12790,5810,1219.6,26.95,7334.78,21237.38,0.76,0
128,2020-03-18,신일제약,12790,5620,1241.2,20.37,6989.84,19898.92,0.73,0
129,2020-03-19,신일제약,12790,4500,1237.8,25.22,7150.58,20087.19,0.72,0
130,2020-03-20,신일제약,12790,4995,1280.1,22.43,6879.52,19173.98,0.73,1
131,2020-03-23,신일제약,12790,4630,1254.1,23.36,6860.67,18591.93,0.73,0
132,2020-03-24,신일제약,12790,5600,1274.6,24.01,7417.86,20704.91,0.72,0
133,2020-03-25,신일제약,12790,5610,1256.0,24.49,7384.29,21200.55,0.73,0
134,2020-03-26,신일제약,12790,5680,1230.7,22.6,7797.54,22552.17,0.73,0
135,2020-03-27,신일제약,12790,5900,1227.9,21.51,7502.38,21636.78,0.75,1
136,2020-03-30,신일제약,12790,6310,1212.4,20.09,7774.15,22327.48,0.76,1
137,2020-03-31,신일제약,12790,6610,1222.6,20.48,7700.1,21917.16,0.8,0
138,2020-04-01,신일제약,12790,6700,1220.0,20.31,7360.58,20943.51,0.76,0
139,2020-04-02,신일제약,12790,6770,1222.2,25.32,7487.31,21413.44,0.74,0
140,2020-04-03,신일제약,12790,7390,1237.6,28.34,7373.08,21052.53,0.73,1
141,2020-04-06,신일제약,12790,9290,1229.8,26.08,7913.24,22679.99,0.75,1
142,2020-04-07,신일제약,12790,8100,1233.4,23.63,7887.26,22653.86,0.74,1
143,2020-04-08,신일제약,12790,7790,1222.4,25.09,8090.9,23433.57,0.73,0
144,2020-04-09,신일제약,12790,7930,1219.7,22.76,8153.58,23719.37,0.73,0
145,2020-04-13,신일제약,12790,7070,1212.3,22.41,8192.42,23390.77,0.75,0
146,2020-04-14,신일제약,12790,7280,1218.7,20.11,8515.74,23949.76,0.74,0
147,2020-04-16,신일제약,12790,7200,1216.7,19.87,8532.36,23537.68,0.73,0
148,2020-04-17,신일제약,12790,7250,1227.5,18.27,8650.14,24242.49,0.74,0
149,2020-04-20,신일제약,12790,7310,1219.3,-37.63,8560.73,23650.44,0.75,0
150,2020-04-21,신일제약,12790,7210,1218.7,10.01,8263.23,23018.88,0.75,0
151,2020-04-22,신일제약,12790,7490,1231.3,13.78,8495.38,23475.82,0.74,0
152,2020-04-23,신일제약,12790,7590,1235.2,16.5,8494.75,23515.26,0.74,0
153,2020-04-24,신일제약,12790,7330,1232.0,16.94,8634.52,23775.27,0.74,0
154,2020-04-27,신일제약,12790,7690,1235.8,12.78,8730.16,24133.78,0.73,0
155,2020-04-28,신일제약,12790,7600,1230.3,12.34,8607.73,24101.55,0.73,0
156,2020-04-29,신일제약,12790,7470,1225.2,15.06,8914.71,24633.86,0.76,0
157,2020-05-04,신일제약,12790,7400,1218.5,20.39,8710.71,23749.76,0.71,0
158,2020-05-06,신일제약,12790,7450,1227.8,23.99,8854.39,23664.64,0.72,0
159,2020-05-07,신일제약,12790,7480,1223.3,23.99,8979.66,23875.89,0.71,0
160,2020-05-08,신일제약,12790,7580,1226.5,24.74,9121.32,24331.32,0.72,0
161,2020-05-11,신일제약,12790,7560,1217.7,24.14,9192.34,24221.99,0.73,0
162,2020-05-12,신일제약,12790,7650,1217.8,25.78,9002.55,23764.78,0.73,0
163,2020-05-13,신일제약,12790,7850,1226.7,25.29,8863.17,23247.97,0.72,0
164,2020-05-14,신일제약,12790,8200,1226.3,27.56,8943.72,23625.34,0.72,1
165,2020-05-15,신일제약,12790,8190,1227.9,29.43,9014.56,23685.42,0.71,0
166,2020-05-18,신일제약,12790,8160,1229.3,31.82,9234.83,24597.37,0.71,0
167,2020-05-19,신일제약,12790,7800,1231.6,32.5,9185.1,24206.86,0.73,0
168,2020-05-20,신일제약,12790,7860,1224.5,33.49,9375.78,24575.9,0.72,0
169,2020-05-21,신일제약,12790,7940,1227.8,33.92,9284.88,24474.12,0.73,0
170,2020-05-22,신일제약,12790,8200,1230.7,33.25,9324.59,24465.16,0.72,0
171,2020-05-26,신일제약,12790,8350,1242.0,34.35,9340.22,24995.11,0.72,0
172,2020-05-27,신일제약,12790,8050,1237.1,32.81,9412.36,25548.27,0.74,0
173,2020-05-28,신일제약,12790,7800,1233.7,33.71,9368.99,25400.64,0.49,0
174,2020-05-29,신일제약,12790,8150,1239.4,35.49,9489.87,25383.11,0.49,0
175,2020-06-01,신일제약,12790,8150,1237.6,35.44,9552.05,25475.02,0.49,0
176,2020-06-02,신일제약,12790,8210,1227.8,36.81,9608.38,25742.65,0.47,0
177,2020-06-03,신일제약,12790,8100,1224.1,37.29,9682.91,26269.89,0.47,0
178,2020-06-04,신일제약,12790,7980,1216.9,37.41,9615.81,26281.82,0.46,0
179,2020-06-05,신일제약,12790,8020,1217.4,39.55,9814.08,27110.98,0.47,0
180,2020-06-08,신일제약,12790,8650,1213.1,38.19,9924.75,27572.44,0.46,1
181,2020-06-09,신일제약,12790,8660,1204.2,38.94,9953.75,27272.3,0.5,0
182,2020-06-10,신일제약,12790,8790,1197.7,39.6,10020.35,26989.99,0.49,0
183,2020-06-11,신일제약,12790,8680,1194.4,36.34,9492.73,25128.17,0.49,0
184,2020-06-12,신일제약,12790,8430,1192.8,36.26,9588.81,25605.54,0.46,0
185,2020-06-15,신일제약,12790,7780,1206.6,37.12,9726.02,25763.16,0.46,0
186,2020-06-16,신일제약,12790,8130,1210.8,38.38,9895.87,26289.98,0.46,0
187,2020-06-17,신일제약,12790,10550,1206.6,37.96,9910.53,26119.61,0.47,6
188,2020-06-18,신일제약,12790,13700,1214.5,38.84,9943.05,26080.1,0.46,3
189,2020-06-19,신일제약,12790,13700,1213.0,39.75,9946.12,25871.46,0.46,3
190,2020-06-22,신일제약,12790,13150,1212.0,40.46,10056.47,26024.96,0.47,1
191,2020-06-23,신일제약,12790,11950,1213.2,40.37,10131.37,26156.1,0.47,0
192,2020-06-24,신일제약,12790,15500,1210.1,38.01,9909.17,25445.94,0.48,3
193,2020-06-25,신일제약,12790,13000,1202.9,38.72,10017.0,25745.6,0.47,1
194,2020-06-26,신일제약,12790,13350,1205.2,38.49,9757.22,25015.55,0.5,4
195,2020-06-29,신일제약,12790,15100,1198.6,39.7,9874.15,25595.8,0.49,4
196,2020-06-30,신일제약,12790,13900,1200.7,39.27,10058.76,25812.88,0.57,1
197,2020-07-01,신일제약,12790,12500,1198.5,39.82,10154.63,25734.97,0.48,0
198,2020-07-02,신일제약,12790,13000,1201.6,40.65,10207.63,25827.36,0.47,1
199,2020-07-06,신일제약,12790,12800,1200.4,40.63,10433.65,26287.03,0.49,0
200,2020-07-07,신일제약,12790,12500,1196.8,40.62,10343.89,25890.18,0.45,0
201,2020-07-08,신일제약,12790,13350,1192.9,40.9,10492.5,26067.28,0.48,1
202,2020-07-09,신일제약,12790,13350,1195.8,39.62,10547.75,25706.09,0.48,0
203,2020-07-10,신일제약,12790,13350,1194.5,39.62,10617.44,26075.3,0.49,0
204,2020-07-13,신일제약,12790,14200,1202.4,40.1,10390.84,26085.8,0.5,0
205,2020-07-14,신일제약,12790,17800,1200.3,40.29,10488.58,26642.59,0.48,5
206,2020-07-15,신일제약,12790,16600,1206.4,41.2,10550.49,26870.1,0.47,3
207,2020-07-16,신일제약,12790,18250,1200.7,40.75,10473.83,26734.71,0.49,1
208,2020-07-17,신일제약,12790,20400,1204.1,40.59,10503.19,26671.95,0.46,0
209,2020-07-20,신일제약,12790,26500,1205.7,40.81,10767.09,26680.87,0.44,1
210,2020-07-21,신일제약,12790,34450,1203.7,41.96,10680.36,26840.4,0.46,1
211,2020-07-22,신일제약,12790,44750,1198.1,41.9,10706.13,27005.84,0.45,0
212,2020-02-14,씨에스베어링,297090,7720,1181.5,52.05,9731.18,29398.08,1.24,0
213,2020-02-18,씨에스베어링,297090,7380,1182.2,52.05,9732.74,29232.19,1.23,0
214,2020-02-19,씨에스베어링,297090,7600,1188.1,53.29,9817.18,29348.03,1.24,0
215,2020-02-20,씨에스베어링,297090,8180,1190.8,53.78,9750.97,29219.98,1.23,0
216,2020-02-21,씨에스베어링,297090,7940,1197.0,53.38,9576.59,28992.41,1.23,0
217,2020-02-24,씨에스베어링,297090,8270,1205.6,51.43,9221.28,27960.8,1.24,0
218,2020-02-25,씨에스베어링,297090,8300,1217.7,49.9,8965.61,27081.36,1.25,0
219,2020-02-26,씨에스베어링,297090,8150,1212.7,48.73,8980.77,26957.59,1.25,0
220,2020-02-27,씨에스베어링,297090,7850,1216.8,47.09,8566.48,25766.64,1.23,0
221,2020-02-28,씨에스베어링,297090,7190,1215.9,44.76,8567.37,25409.36,1.26,3
222,2020-03-02,씨에스베어링,297090,7990,1215.3,46.75,8952.17,26703.32,1.26,1
223,2020-03-03,씨에스베어링,297090,7970,1200.3,47.18,8684.09,25917.41,1.26,0
224,2020-03-04,씨에스베어링,297090,8050,1191.4,46.78,9018.09,27090.86,1.25,0
225,2020-03-05,씨에스베어링,297090,8540,1186.4,45.9,8738.59,26121.28,1.25,0
226,2020-03-06,씨에스베어링,297090,8260,1185.0,41.28,8575.62,25864.78,1.24,0
227,2020-03-09,씨에스베어링,297090,7700,1191.4,31.13,7950.68,23851.02,1.26,0
228,2020-03-10,씨에스베어링,297090,7710,1201.4,34.36,8344.25,25018.16,1.25,0
229,2020-03-11,씨에스베어링,297090,7200,1196.7,32.98,7952.05,23553.22,1.24,0
230,2020-03-12,씨에스베어링,297090,6260,1192.8,31.5,7201.8,21200.62,1.25,0
231,2020-03-13,씨에스베어링,297090,5950,1202.0,31.73,7874.88,23185.62,1.25,0
232,2020-03-16,씨에스베어링,297090,5300,1222.2,28.7,6904.59,20188.52,1.27,0
233,2020-03-17,씨에스베어링,297090,5040,1219.6,26.95,7334.78,21237.38,0.76,0
234,2020-03-18,씨에스베어링,297090,4460,1241.2,20.37,6989.84,19898.92,0.73,0
235,2020-03-19,씨에스베어링,297090,3345,1237.8,25.22,7150.58,20087.19,0.72,0
236,2020-03-20,씨에스베어링,297090,3980,1280.1,22.43,6879.52,19173.98,0.73,0
237,2020-03-23,씨에스베어링,297090,4085,1254.1,23.36,6860.67,18591.93,0.73,1
238,2020-03-24,씨에스베어링,297090,4475,1274.6,24.01,7417.86,20704.91,0.72,1
239,2020-03-25,씨에스베어링,297090,5010,1256.0,24.49,7384.29,21200.55,0.73,1
240,2020-03-26,씨에스베어링,297090,5120,1230.7,22.6,7797.54,22552.17,0.73,0
241,2020-03-27,씨에스베어링,297090,5120,1227.9,21.51,7502.38,21636.78,0.75,0
242,2020-03-30,씨에스베어링,297090,5520,1212.4,20.09,7774.15,22327.48,0.76,0
243,2020-03-31,씨에스베어링,297090,5580,1222.6,20.48,7700.1,21917.16,0.8,0
244,2020-04-01,씨에스베어링,297090,5680,1220.0,20.31,7360.58,20943.51,0.76,0
245,2020-04-02,씨에스베어링,297090,5850,1222.2,25.32,7487.31,21413.44,0.74,0
246,2020-04-03,씨에스베어링,297090,6240,1237.6,28.34,7373.08,21052.53,0.73,0
247,2020-04-06,씨에스베어링,297090,6310,1229.8,26.08,7913.24,22679.99,0.75,0
248,2020-04-07,씨에스베어링,297090,6290,1233.4,23.63,7887.26,22653.86,0.74,0
249,2020-04-08,씨에스베어링,297090,6300,1222.4,25.09,8090.9,23433.57,0.73,0
250,2020-04-09,씨에스베어링,297090,6240,1219.7,22.76,8153.58,23719.37,0.73,0
251,2020-04-13,씨에스베어링,297090,5550,1212.3,22.41,8192.42,23390.77,0.75,0
252,2020-04-14,씨에스베어링,297090,5800,1218.7,20.11,8515.74,23949.76,0.74,0
253,2020-04-16,씨에스베어링,297090,5860,1216.7,19.87,8532.36,23537.68,0.73,0
254,2020-04-17,씨에스베어링,297090,6190,1227.5,18.27,8650.14,24242.49,0.74,0
255,2020-04-20,씨에스베어링,297090,6210,1219.3,-37.63,8560.73,23650.44,0.75,0
256,2020-04-21,씨에스베어링,297090,6100,1218.7,10.01,8263.23,23018.88,0.75,0
257,2020-04-22,씨에스베어링,297090,6000,1231.3,13.78,8495.38,23475.82,0.74,0
258,2020-04-23,씨에스베어링,297090,6160,1235.2,16.5,8494.75,23515.26,0.74,0
259,2020-04-24,씨에스베어링,297090,6140,1232.0,16.94,8634.52,23775.27,0.74,0
260,2020-04-27,씨에스베어링,297090,6310,1235.8,12.78,8730.16,24133.78,0.73,0
261,2020-04-28,씨에스베어링,297090,6580,1230.3,12.34,8607.73,24101.55,0.73,0
262,2020-04-29,씨에스베어링,297090,7240,1225.2,15.06,8914.71,24633.86,0.76,1
263,2020-05-04,씨에스베어링,297090,7030,1218.5,20.39,8710.71,23749.76,0.71,0
264,2020-05-06,씨에스베어링,297090,7200,1227.8,23.99,8854.39,23664.64,0.72,0
265,2020-05-07,씨에스베어링,297090,7610,1223.3,23.99,8979.66,23875.89,0.71,0
266,2020-05-08,씨에스베어링,297090,7660,1226.5,24.74,9121.32,24331.32,0.72,0
267,2020-05-11,씨에스베어링,297090,8010,1217.7,24.14,9192.34,24221.99,0.73,0
268,2020-05-12,씨에스베어링,297090,7950,1217.8,25.78,9002.55,23764.78,0.73,0
269,2020-05-13,씨에스베어링,297090,7800,1226.7,25.29,8863.17,23247.97,0.72,0
270,2020-05-14,씨에스베어링,297090,7810,1226.3,27.56,8943.72,23625.34,0.72,0
271,2020-05-15,씨에스베어링,297090,7900,1227.9,29.43,9014.56,23685.42,0.71,0
272,2020-05-18,씨에스베어링,297090,7960,1229.3,31.82,9234.83,24597.37,0.71,0
273,2020-05-19,씨에스베어링,297090,7920,1231.6,32.5,9185.1,24206.86,0.73,2
274,2020-05-20,씨에스베어링,297090,8070,1224.5,33.49,9375.78,24575.9,0.72,0
275,2020-05-21,씨에스베어링,297090,9250,1227.8,33.92,9284.88,24474.12,0.73,4
276,2020-05-22,씨에스베어링,297090,8940,1230.7,33.25,9324.59,24465.16,0.72,0
277,2020-05-26,씨에스베어링,297090,9300,1242.0,34.35,9340.22,24995.11,0.72,0
278,2020-05-27,씨에스베어링,297090,9610,1237.1,32.81,9412.36,25548.27,0.74,2
279,2020-05-28,씨에스베어링,297090,9330,1233.7,33.71,9368.99,25400.64,0.49,0
280,2020-05-29,씨에스베어링,297090,9130,1239.4,35.49,9489.87,25383.11,0.49,0
281,2020-06-01,씨에스베어링,297090,9440,1237.6,35.44,9552.05,25475.02,0.49,0
282,2020-06-02,씨에스베어링,297090,9910,1227.8,36.81,9608.38,25742.65,0.47,0
283,2020-06-03,씨에스베어링,297090,10100,1224.1,37.29,9682.91,26269.89,0.47,0
284,2020-06-04,씨에스베어링,297090,10200,1216.9,37.41,9615.81,26281.82,0.46,0
285,2020-06-05,씨에스베어링,297090,10200,1217.4,39.55,9814.08,27110.98,0.47,0
286,2020-06-08,씨에스베어링,297090,10000,1213.1,38.19,9924.75,27572.44,0.46,0
287,2020-06-09,씨에스베어링,297090,9890,1204.2,38.94,9953.75,27272.3,0.5,0
288,2020-06-10,씨에스베어링,297090,9650,1197.7,39.6,10020.35,26989.99,0.49,0
289,2020-06-11,씨에스베어링,297090,9580,1194.4,36.34,9492.73,25128.17,0.49,0
290,2020-06-12,씨에스베어링,297090,9250,1192.8,36.26,9588.81,25605.54,0.46,0
291,2020-06-15,씨에스베어링,297090,8490,1206.6,37.12,9726.02,25763.16,0.46,0
292,2020-06-16,씨에스베어링,297090,8810,1210.8,38.38,9895.87,26289.98,0.46,0
293,2020-06-17,씨에스베어링,297090,8780,1206.6,37.96,9910.53,26119.61,0.47,0
294,2020-06-18,씨에스베어링,297090,8600,1214.5,38.84,9943.05,26080.1,0.46,0
295,2020-06-19,씨에스베어링,297090,9080,1213.0,39.75,9946.12,25871.46,0.46,0
296,2020-06-22,씨에스베어링,297090,9020,1212.0,40.46,10056.47,26024.96,0.47,0
297,2020-06-23,씨에스베어링,297090,9920,1213.2,40.37,10131.37,26156.1,0.47,2
298,2020-06-24,씨에스베어링,297090,10100,1210.1,38.01,9909.17,25445.94,0.48,0
299,2020-06-25,씨에스베어링,297090,10050,1202.9,38.72,10017.0,25745.6,0.47,0
300,2020-06-26,씨에스베어링,297090,13050,1205.2,38.49,9757.22,25015.55,0.5,7
301,2020-06-29,씨에스베어링,297090,14300,1198.6,39.7,9874.15,25595.8,0.49,2
302,2020-06-30,씨에스베어링,297090,14300,1200.7,39.27,10058.76,25812.88,0.57,0
